Starting_Point_1,Starting_Point_2,Function_Value,Search_Direction_1,Search_Direction_2,Step_Length,Number_of_Objective_Evaluations
-1.5,1,226.76847120337,0.949310105443621,0.314341094517755,1.6003503109638,5
0.0192287224477783,1.50305586836019,0.834468941905529,0.0449387865749974,-0.998989742420395,1.49711692848701,12
0.0865073405748717,0.0074514135977386,0.732889394211947,0.999993816038762,0.00351680028359857,0.0885616898450096,19
0.175068482757824,0.0077628673737015,0.680120483877715,0.0103132795990526,0.999946816717725,0.0230560692354033,25
0.175306266446304,0.0308177104116665,0.64091769609843,0.99994674573027,-0.0103201600492487,0.0430048206872252,31
0.218308796943209,0.0303738937792851,0.61061460990518,0.0156215020789013,0.99987797689158,0.0175296239177028,37
0.218582635999681,0.047901378677788,0.585267078738645,0.999877806657874,-0.0156323943476089,0.0296328295615331,43
0.248211844626734,0.0474381466004466,0.564440029174464,0.0340692418911065,0.999419474873772,0.014688728766177,52
0.248712278480141,0.0621183481905025,0.546035012522768,0.999419359408683,-0.0340726288850475,0.0223743842468831,58
0.271073671251325,0.061355994099527,0.530236397752114,0.0589293409204152,0.998262156339048,0.0130079470011066,67
0.271840220994828,0.0743413353223957,0.515837088757553,0.998261176730114,-0.0589459331371332,0.018046417403173,73
0.289855258867482,0.0732775724087835,0.502963102858903,0.081326479376339,0.996687515599674,0.0119501733675125,82
0.290827124395399,0.0851881610134349,0.491009036574535,0.996684928749131,-0.0813581760140959,0.0156409485308483,91
0.306416222067436,0.0839156419698347,0.479820968081372,0.0821925281720119,0.99661647001878,0.0111790029388711,100
0.307335052581424,0.095056820417102,0.469336705638338,0.996614032365004,-0.0822220803261973,0.0140133237672296,109
0.321300927687919,0.0939046157846759,0.459459346451823,0.0845573037445362,0.996418618043367,0.0105501821448786,118
0.322193022644104,0.104417013697582,0.450136788871,0.99641638809187,-0.0845835772591384,0.012696061823818,127
0.334843586709584,0.10334313537142,0.441301137376315,0.0878047039041894,0.996137708337707,0.0100288423630635,136
